0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.737704918032787010e-02,8.196721311475410263e-03,4.098360655737704611e-02,0.000000000000000000e+00,8.934426229508196649e-01
6.177606177606177751e-02,3.899613899613899592e-01,1.196911196911196879e-01,4.131274131274131345e-01,1.544401544401544438e-02
8.510638297872340219e-02,1.063829787234042562e-01,2.765957446808510745e-01,4.468085106382978511e-01,8.510638297872340219e-02
2.527472527472527375e-01,1.538461538461538547e-01,1.868131868131868156e-01,3.846153846153846367e-01,2.197802197802197974e-02
1.818181818181818232e-01,9.090909090909091161e-02,3.181818181818181768e-01,3.181818181818181768e-01,9.090909090909091161e-02
2.051282051282051211e-01,3.974358974358974117e-01,1.153846153846153910e-01,2.307692307692307820e-01,5.128205128205128027e-02
7.894736842105262720e-02,2.236842105263157909e-01,2.894736842105263275e-01,2.763157894736842368e-01,1.315789473684210453e-01
9.333333333333333759e-02,1.333333333333333419e-02,4.000000000000000083e-02,0.000000000000000000e+00,8.533333333333333881e-01
7.142857142857142461e-02,5.476190476190476719e-01,2.380952380952380820e-02,2.857142857142856984e-01,7.142857142857142461e-02
1.600000000000000033e-01,1.600000000000000033e-01,2.933333333333333348e-01,3.066666666666666430e-01,8.000000000000000167e-02
5.555555555555555247e-02,3.888888888888888951e-01,4.444444444444444198e-01,5.555555555555555247e-02,5.555555555555555247e-02
2.597402597402597157e-01,2.077922077922078059e-01,2.597402597402597157e-01,2.337662337662337608e-01,3.896103896103896014e-02
2.580645161290322509e-01,2.580645161290322509e-01,2.258064516129032195e-01,9.677419354838709409e-02,1.612903225806451568e-01
4.675324675324675217e-01,1.298701298701298579e-01,2.597402597402597157e-01,9.090909090909091161e-02,5.194805194805195148e-02
2.362204724409448786e-02,0.000000000000000000e+00,2.362204724409448786e-02,0.000000000000000000e+00,9.527559055118109965e-01
1.486486486486486569e-01,2.567567567567567433e-01,3.378378378378378288e-01,1.756756756756756854e-01,8.108108108108108558e-02
4.843750000000000000e-01,3.437500000000000000e-01,4.687500000000000000e-02,3.125000000000000000e-02,9.375000000000000000e-02
0.000000000000000000e+00,2.962962962962962798e-01,4.074074074074073848e-01,7.407407407407406996e-02,2.222222222222222099e-01
2.631578947368420907e-02,7.894736842105262720e-02,3.947368421052631637e-01,4.473684210526315819e-01,5.263157894736841813e-02
3.947368421052631637e-01,1.578947368421052544e-01,3.684210526315789269e-01,2.631578947368420907e-02,5.263157894736841813e-02
9.836065573770491621e-02,0.000000000000000000e+00,4.918032786885245811e-02,0.000000000000000000e+00,8.524590163934425702e-01
3.703703703703703498e-01,2.222222222222222099e-01,2.037037037037036924e-01,3.703703703703703498e-02,1.666666666666666574e-01
4.810126582278481111e-01,1.518987341772151944e-01,2.658227848101265556e-01,6.329113924050633333e-02,3.797468354430379861e-02
2.127659574468085124e-01,6.382978723404254817e-02,4.893617021276595591e-01,4.255319148936170109e-02,1.914893617021276584e-01
2.727272727272727071e-01,5.757575757575758013e-01,3.030303030303030387e-02,3.030303030303030387e-02,9.090909090909091161e-02
3.442622950819672067e-01,8.196721311475409222e-02,3.606557377049180446e-01,6.557377049180328210e-02,1.475409836065573743e-01
4.878048780487804874e-03,0.000000000000000000e+00,5.365853658536585274e-02,0.000000000000000000e+00,9.414634146341462895e-01
6.521739130434782428e-02,6.521739130434782705e-01,2.173913043478260809e-02,4.347826086956521618e-02,2.173913043478260809e-01
9.090909090909091161e-02,1.818181818181818232e-01,4.545454545454545303e-01,9.090909090909091161e-02,1.818181818181818232e-01
3.300000000000000155e-01,3.200000000000000067e-01,2.600000000000000089e-01,1.000000000000000021e-02,8.000000000000000167e-02
1.250000000000000000e-01,8.333333333333332871e-02,6.250000000000000000e-01,5.555555555555555247e-02,1.111111111111111049e-01
1.604938271604938183e-01,1.604938271604938183e-01,3.456790123456789932e-01,1.975308641975308532e-01,1.358024691358024616e-01
1.282051282051281937e-01,2.564102564102563875e-01,5.384615384615384359e-01,0.000000000000000000e+00,7.692307692307692735e-02
2.280130293159609092e-02,3.257328990228013175e-03,1.628664495114006544e-02,0.000000000000000000e+00,9.576547231270358118e-01
2.000000000000000111e-01,1.454545454545454475e-01,5.272727272727272263e-01,0.000000000000000000e+00,1.272727272727272596e-01
5.135135135135134865e-01,1.351351351351351426e-01,2.972972972972973138e-01,4.054054054054054279e-02,1.351351351351351426e-02
1.410788381742738573e-01,4.605809128630705129e-01,3.236514522821576922e-01,1.659751037344398342e-02,5.809128630705394369e-02
1.016949152542372947e-01,2.711864406779661008e-01,4.406779661016949068e-01,5.084745762711864736e-02,1.355932203389830504e-01
2.000000000000000111e-01,1.578947368421052544e-01,5.894736842105262609e-01,1.052631578947368397e-02,4.210526315789473589e-02
3.636363636363636465e-01,3.939393939393939226e-01,1.515151515151515194e-01,0.000000000000000000e+00,9.090909090909091161e-02
3.846153846153846367e-02,0.000000000000000000e+00,2.884615384615384776e-02,0.000000000000000000e+00,9.326923076923077094e-01
